post_id,u_fem,u_mal,t_fem,t_mal,tags,ff_co,fm_co,mf_co,mm_co,frd_co,latino,non_latino,trigram1,freq_t1,trigram2,freq_t2,trigram3,freq_t3,trigram4,freq_t4,trigram5,freq_t5,neg_avg,pos_avg,neu_avg,ss_comments,fem_ss,mal_ss,lat_ss,nlat_ss
1405630409737397_1610598869240549,16,11,8,2,10,4,1,4,1,0,16,11,ma que tu,2,sabe ma que,2,say something in,2,burro sabe ma,2,thing to do,2,0.017444444,0.055851852,0.889666667,0.303644444,0.35722,0.236675,0.09032,0.5703
1405630409737397_1610300535937049,3,3,1,1,2,1,1,0,0,0,6,0,turning into miley,2,see it look,1,sake she look,1,into miley this,1,people say dont,1,0.026833333,0.105333333,0.867833333,0.307133333,nan,0.307133333,0.307133333,nan
1405630409737397_1610344782599291,285,128,119,66,185,95,51,24,15,37,316,97,a pair of,8,pair of shoe,7,I don t,6,of shoe to,5,pair of huarache,4,0.058738499,0.091152542,0.808951574,0.176224684,0.227993636,0.0575875,0.178212844,0.171802041
1405630409737397_1610349565932146,100,101,18,27,45,10,19,8,8,6,138,63,Thank you Scotland,4,People from Scotland,3,Scotland Thank you,3,bottle of Tequila,2,have no business,2,0.061716418,0.172039801,0.716497512,0.209195413,0.35203125,0.0968,0.256922222,0.071128571
1405630409737397_1610349319265504,33,26,19,14,33,8,11,11,3,5,36,23,your wish will,2,very serious line,1,piernas de escoba,1,game is actually,1,voice with a,1,0.036949153,0.119491525,0.84359322,0.180584,0.410823077,-0.068841667,0.20332,0.14648
1405630409737397_1610306575936445,61,33,37,23,60,26,15,11,8,24,66,28,Jose Murillo Alexia,1,just gonna keep,1,everyone singing it,1,jaja Silvia Zarazua,1,lol done Cristina,1,0.019010638,0.074287234,0.906702128,0.278066667,0.380718182,0.116757143,0.264464706,0.5093
1405630409737397_1610304149270021,73,30,42,24,66,28,17,14,7,4,66,37,I love her,2,look like Sofia,2,can t sing,2,she can t,2,in a car,2,0.018864078,0.124660194,0.856466019,0.40118125,0.417004348,0.360744444,0.345231818,0.52427
1405630409737397_1610251322608637,4,8,3,2,5,1,0,2,2,2,7,5,Alfredo Gonzalez III,2,my big brother,1,big brother Alfredo,1,and let s,1,call each other,1,0.004583333,0.157916667,0.8375,0.659875,0.4614,0.85835,0.4824,0.719033333
1405630409737397_1610251519275284,31,13,5,5,10,3,3,2,2,1,25,19,you dont want,2,help the poeple,2,to change for,2,a better life,2,America need Trump,1,0.076159091,0.107636364,0.77075,0.175052941,0.198727273,0.13165,-0.005077778,0.3777
1405630409737397_1609958115971291,60,23,42,14,56,30,11,12,3,15,55,28,we need to,2,need to try,2,Lamberto Quintero Luiss,1,Regla Sophia Zelaya,1,heat is cray,1,0.003638554,0.046012048,0.926253012,0.382366667,0.406957143,0.34794,0.370633333,0.417566667
1405630409737397_1610193219281114,371,135,240,117,357,188,81,52,36,71,374,132,in the show,8,cry in spanish,5,watch the video,4,be in the,4,this is what,4,0.029749012,0.073513834,0.894756917,0.252643077,0.285029348,0.174234211,0.280634021,0.170366667
1405630409737397_1609956745971428,130,37,64,41,105,52,34,12,7,24,119,48,I can t,3,Bob Y Carmen,3,compartir nuestro video,2,at your wedding,2,video We are,2,0.008988024,0.149,0.842011976,0.475108475,0.471658696,0.487315385,0.486535135,0.455890909
1405630409737397_1609976279302808,7,12,0,0,0,0,0,0,0,0,14,5,it Live your,1,como ke si,1,de oportunstas convenencieros,1,pivot and she,1,jajaaa ooookkkk At,1,0.112631579,0.093,0.794368421,-0.009933333,-0.19606,0.123014286,-0.130022222,0.350333333
1405630409737397_1609957172638052,187,58,102,50,152,71,39,31,11,67,185,60,some of these,3,my mom is,2,not need Snapchat,2,mom doe not,2,had snapchat lol,2,0.011261224,0.07317551,0.87475102,0.315966,0.306915,0.35217,0.345345714,0.247413333
1405630409737397_1609975755969527,121,68,48,77,125,28,57,20,20,29,143,46,to go to,2,go here lol,2,go to this,2,PeÃ±a Eduardo Dabda,1,in maywood corner,1,0.03010582,0.054026455,0.905285714,0.128564865,0.154405882,0.1066,0.112657143,0.178055556
1405630409737397_1609961769304259,147,161,40,38,78,25,25,15,13,5,226,82,they don t,8,It s not,5,t want to,5,it s not,5,don t want,5,0.108217532,0.037655844,0.724262987,-0.308025352,-0.324623188,-0.292336986,-0.314235,-0.293240476
1405630409737397_1609928372640932,4,7,1,2,3,0,1,1,1,0,8,3,lol I still,1,still look like,1,Objectifying woman no,1,Nataly Dominguez the,1,her quince last,1,0.219636364,0.086909091,0.693454545,-0.047616667,-0.1027,-0.0366,0.02324,-0.4019
1405630409737397_1609881015979001,111,37,51,15,66,43,11,8,4,8,99,49,her rest in,3,Let her rest,3,rest in peace,3,in her young,2,the Latina Princess,2,0.062405405,0.101074324,0.81627027,0.059876923,0.097648649,-0.033293333,0.060029412,0.059588889
1405630409737397_1609894675977635,222,107,108,116,224,74,84,34,32,45,247,82,gusta el chile,2,Marisol Acevedo Garcia,2,Erick Padilla Erick,1,want to know,1,Andres Guzman Scottie,1,0.032914894,0.07374772,0.817352584,0.173264,0.21493,0.089932,0.231036066,-0.078457143
1405630409737397_1609844355982667,24,13,2,4,6,0,4,2,0,2,22,15,you are a,1,going to hate,1,do love some,1,I want to,1,please try to,1,0.073135135,0.16327027,0.709594595,0.378086364,0.378207692,0.377911111,0.303925,0.46708
1405630409737397_1609817035985399,13,6,1,0,1,1,0,0,0,1,15,4,hard to read,1,this smh Nanie,1,morir adentro Nancy,1,serve a life,1,thing like this,1,0.211,0.046947368,0.742,-0.241533333,-0.36815,0.0117,-0.241533333,nan
1405630409737397_1609670019333434,21,14,6,3,9,4,2,2,1,0,28,7,to clean up,2,up after you,2,S job to,2,This song is,2,WOMAN S job,2,0.103971429,0.129571429,0.766457143,0.08748,0.171008333,-0.0378125,0.11414375,-0.019175
1405630409737397_1608752746091828,172,107,90,76,166,58,46,32,30,31,197,82,would be me,4,this would be,4,I don t,3,the cop on,3,in the future,3,0.06855914,0.106304659,0.80362724,0.119688679,0.095403448,0.149033333,0.082727397,0.201451515
1405630409737397_1608752339425202,11,8,2,3,5,1,2,1,1,1,12,7,Puerto Rico arroz,1,Guevara I ll,1,D Grande With,1,on somebody Andy,1,a child but,1,0.037473684,0.191052632,0.718842105,0.42266,0.596633333,0.1617,0.3515625,0.70705
1405630409737397_1608752076091895,25,14,15,7,22,10,4,5,3,4,34,5,Diaz Alejandro Diaz,1,Pena Dominique Andrade,1,we need more,1,Dios Mexico sends,1,but i start,1,0.000692308,0.158820513,0.840487179,0.62245,0.609014286,0.64126,0.621672727,0.631
1405630409737397_1608751849425251,43,37,11,14,25,8,8,3,6,8,52,28,freedom of speech,3,I don t,2,He s not,2,t know how,2,good or bad,2,0.0674,0.10145,0.73115,-0.017369697,0.20855,-0.23,0.105109091,-0.262327273
1405630409737397_1608751562758613,95,26,42,13,55,33,11,9,2,53,88,33,I m not,2,one are you,2,Ratz Laura Vargas,1,Cabrera Lilia Guerrero,1,Chaparro Olivas Vero,1,0.010570248,0.066181818,0.890190083,0.3214,0.289272222,0.465975,0.318121429,0.3271375
1405630409737397_1608751366091966,57,16,28,10,38,23,7,5,3,8,52,21,to most of,2,I m real,2,of these song,2,Cynthia Alvarez Noemy,1,the best year,1,0.060712329,0.08369863,0.855575342,0.163179167,0.18877,0.035225,0.226268421,-0.07656
1405630409737397_1608751099425326,22,11,11,9,20,9,6,2,3,0,21,12,gonna listen to,2,acuerdo Mi major,1,Dam they hit,1,Conjunto Primavera Columpio,1,Jasmin the jam,1,0.027878788,0.095757576,0.876393939,0.207458333,0.404085714,-0.06782,0.30995,0.104966667
1405630409737397_1608750959425340,63,21,29,10,39,23,9,6,1,18,62,22,there is a,2,a picture of,2,is a picture,2,kind of sad,1,sad To my,1,0.026940476,0.109785714,0.839464286,0.352539286,0.381745,0.279525,0.426968182,0.079633333
1405630409737397_1608750652758704,88,45,14,3,17,10,3,4,0,3,100,33,conscience is clear,4,took a life,3,wa an accident,3,need to be,3,will be a,2,0.231451128,0.071082707,0.674902256,-0.369043011,-0.444696667,-0.231490909,-0.364177612,-0.381580769
1405630409737397_1608750439425392,152,83,14,5,19,10,2,4,3,1,161,74,I don t,8,trying to be,8,Let s talk,4,That s a,4,to look like,4,0.147902128,0.126842553,0.682723404,-0.047984568,-0.016084404,-0.113590566,-0.047009821,-0.050168
1405630409737397_1608745512759218,39,13,17,10,27,13,7,4,3,6,37,15,the only one,3,I thought we,2,we were the,2,thought we were,2,this is so,2,0.013192308,0.131923077,0.854903846,0.394457143,0.455993333,0.240616667,0.447975,0.2232
1405630409737397_1608748156092287,21,17,0,0,0,0,0,0,0,1,27,11,This is old,2,Isn t this,2,me them and,1,proponer Macho Tenes,1,actually dating Here,1,0.175710526,0.044157895,0.780157895,-0.326017391,-0.393406667,-0.1996625,-0.332815789,-0.293725
1405630409737397_1608747986092304,154,56,85,45,130,63,30,22,15,36,172,38,I don t,4,in my house,3,I can t,3,to say she,2,I am almost,2,0.033752381,0.114080952,0.85217619,0.346265789,0.33760339,0.376329412,0.323481667,0.43170625
1405630409737397_1608747819425654,14,9,4,0,4,3,0,1,0,0,13,10,a a kid,3,Mama would Prepare,2,arroz con leche,2,like arroz con,2,My Mama would,2,0.169086957,0.10826087,0.722695652,0.088533333,-0.038654545,0.2884,0.331233333,-0.154166667
1405630409737397_1608747512759018,11,10,1,2,3,0,2,1,0,0,17,4,Well that s,2,Beverly Hills Cop,1,should be Letty,1,feminine so two,1,other What if,1,0.112761905,0.096380952,0.743238095,0.00712,-0.03,0.031866667,-0.017925,0.1073
1405630409737397_1608747306092372,10,7,0,0,0,0,0,0,0,0,11,6,I ve experienced,1,down with it,1,a effective Isn,1,t exit any,1,t do his,1,0.120705882,0.028647059,0.733117647,-0.5698875,-0.46046,-0.752266667,-0.48238,-0.715733333
1405630409737397_1608747092759060,147,76,68,63,131,47,43,21,20,35,168,55,love Diego Luna,2,the phone with,2,s the fart,2,husband wouldn t,2,Diego Luna No,2,0.041668161,0.088538117,0.847381166,0.162101667,0.175783784,0.140091304,0.223005,0.040295
1405630409737397_1608746896092413,34,24,10,2,12,7,1,3,1,1,42,16,This is old,3,coffee and get,2,Stop getting coffee,2,get a salad,2,and get a,2,0.120137931,0.086137931,0.759310345,-0.118767742,-0.034794444,-0.235038462,-0.166959091,-0.000966667
1405630409737397_1608746549425781,26,12,15,9,24,11,8,4,1,5,29,9,it would be,2,Argenis Dominguez Sigue,1,might help you,1,without mother Desmadre,1,understand better than,1,0.042578947,0.144447368,0.812973684,0.310461111,0.420181818,0.138042857,0.436754545,0.112
1405630409737397_1608926229407813,52,65,9,9,18,5,5,4,4,0,87,30,out of the,8,I don t,7,of the car,5,him out of,5,the first place,4,0.160641026,0.070452991,0.734726496,-0.280451852,-0.203360606,-0.333452083,-0.289223636,-0.261896154
1405630409737397_1608386186128484,79,42,20,51,71,13,39,7,12,11,94,27,is a soccer,2,s his wife,2,his wife is,2,That s his,2,Because he is,2,0.020768595,0.067826446,0.894876033,0.308595652,0.253864286,0.393733333,0.265626316,0.5127
1405630409737397_1608860609414375,6,5,4,2,6,1,1,3,1,3,8,3,Luis this is,1,Esto que te,1,our dad when,1,dale Loco va,1,Peshie Bear Linda,1,0.032272727,0.101636364,0.866090909,0.20706,0.436025,-0.7088,-0.14365,0.440866667
1405630409737397_1608859356081167,3,3,3,0,3,3,0,0,0,0,2,4,pero like have,1,trompo in lettuce,1,or you know,1,what you re,1,lettuce wrap My,1,0.013,0.105833333,0.7145,0.162233333,0.4215,0.0326,0.4215,0.0326
1405630409737397_1608827882750981,16,4,4,6,10,4,4,0,2,2,13,7,can easily lose,1,y all should,1,ChÃ© Brown Jenifer,1,more Spanish Feel,1,for that you,1,0.0583,0.06125,0.8805,0.252683333,0.252683333,nan,0.706666667,-0.2013
1405630409737397_1608825746084528,73,38,44,27,71,29,20,15,7,12,76,35,choque not cumbia,2,now wa a,1,Javier Cortes Abran,1,My type of,1,Samantha Adriana Spears,1,0.015711712,0.08063964,0.867612613,0.359708333,0.482533333,0.155,0.33296,0.404288889
1405630409737397_1608812149419221,86,78,7,3,10,5,3,2,0,1,115,49,He s a,5,This is why,4,and that s,3,I don t,3,s not a,3,0.157189024,0.089871951,0.716335366,-0.207296429,-0.277463158,-0.134578182,-0.205905128,-0.210488235
1405630409737397_1608790452754724,67,17,41,22,63,32,18,9,4,5,51,33,it haha Mickey,1,Wow So touching,1,Brittney Garcia Steph,1,Martinez Susie Rosales,1,Alvarado Fregoso Vanessa,1,0.020607143,0.073642857,0.858154762,0.204173333,0.249484615,-0.09035,0.317425,0.074742857
1405630409737397_1608749416092161,12,4,8,6,14,5,6,3,0,0,10,6,Jirka So true,1,s Lmfao literally,1,Rea Koaekea Brennon,1,turn into the,1,it Charles Jirka,1,0,0.0683125,0.9316875,0.527366667,0.5423,0.5199,0.527366667,nan
1405630409737397_1608462436120859,38,24,2,1,3,1,1,1,0,0,44,18,the shooter wa,3,Trump is a,3,is so damn,2,shooter wa born,2,We Are Mitu,2,0.208241935,0.084145161,0.65916129,-0.346906522,-0.579242857,0.014505556,-0.330846875,-0.383614286
1405630409737397_1608462259454210,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,nan,nan,nan,0,nan,nan,nan,nan
1405630409737397_1608460846121018,30,12,16,10,26,10,8,6,2,8,36,6,Noemi Orozco Flores,1,mom haha Melanie,1,me I m,1,Daniella Argueta Jackeline,1,Domingo Michael Ramirez,1,0.008452381,0.164190476,0.827357143,0.502177778,0.551669231,0.3735,0.46922,0.666966667
1405630409737397_1608438816123221,3,7,1,1,2,1,0,0,1,0,6,4,life not my,1,my life not,1,yeah that wont,1,get lightning RPDR,1,Brian Shayra Pagan,1,0.2315,0.0363,0.7322,-0.09494,0.06275,-0.200066667,-0.06175,-0.117066667
1405630409737397_1608432756123827,339,146,202,87,289,156,52,46,35,65,353,132,I don t,5,time to shine,4,I m in,4,there s hope,4,I sign up,4,0.051562887,0.118125773,0.813820619,0.276480513,0.303922222,0.198998039,0.295246429,0.228712727
1405630409737397_1608405352793234,2,1,0,0,0,0,0,0,0,0,3,0,Lol nice pic,1,They want the,1,u Dumb as,1,the mexican out,1,city brewery though,1,0.121333333,0.181333333,0.697666667,-0.0955,-0.0955,nan,-0.0955,nan
1405630409737397_1608400642793705,48,10,27,10,37,22,7,5,3,17,45,13,Perez Alfonso Cavazos,1,que la saludes,1,Lore Kendall Miche,1,Graciela Reyes haha,1,Aida Duran Diana,1,0.00237931,0.101482759,0.896137931,0.474286667,0.479969231,0.43735,0.524766667,0.272366667
1405630409737397_1608396512794118,14,5,10,3,13,6,2,4,1,3,13,6,make me get,1,Elena uncle tribi,1,the chancla emoji,1,one is so,1,of use for,1,0.034684211,0.052631579,0.912684211,0.16702,0.213033333,0.098,0.1034,0.4215
1405630409737397_1608353222798447,91,32,51,17,68,41,12,10,5,13,92,31,I hate lime,2,Gloria Hardin Perry,2,I m Mexican,2,I don t,2,this is so,2,0.042739837,0.078073171,0.879178862,0.20315,0.188878571,0.24311,0.26206,0.089861538
1405630409737397_1608316252802144,0,2,0,0,0,0,0,0,0,0,1,1,open and thriving,1,and everybody know,1,terminate him a,1,concrete measure against,1,making The shooter,1,0.064,0.07,0.8665,-0.1225,nan,-0.1225,nan,-0.1225
1405630409737397_1608291509471285,395,202,219,166,385,157,112,62,54,100,467,130,Tigers of the,17,of the north,12,of the North,11,tiger of the,7,The Tigers of,6,0.019475712,0.093365159,0.880463987,0.314092593,0.327761765,0.290855,0.322132283,0.28492
1405630409737397_1607925446174558,76,41,42,41,83,31,27,11,14,13,77,40,of the spanish,2,literal translation I,2,delivers food to,1,Heather Zumbahlen Bangalan,1,them Waters I,1,0.031982906,0.087589744,0.880444444,0.193663636,0.277086957,0.00179,0.281566667,0.08818
1405630409737397_1607925879507848,5,6,1,0,1,1,0,0,0,0,8,3,I don t,2,is this Jesus,1,whole lot better,1,and shit always,1,That s great,1,0.170272727,0.107818182,0.630909091,-0.280983333,-0.09905,-0.37195,-0.4953,0.7906
1405630409737397_1608061532827616,35,50,4,9,13,2,7,2,2,2,53,32,proud of your,3,and he s,3,be proud of,3,he s a,3,so proud of,3,0.074823529,0.205611765,0.684258824,0.272756604,0.39442381,0.1929125,0.2261,0.343852381
1405630409737397_1607997399500696,144,63,71,41,112,53,26,18,15,38,146,61,Snow Tha Product,10,listen to this,4,Snow tha product,4,telling you about,3,to this song,3,0.028748792,0.108376812,0.853202899,0.244407143,0.21206,0.325275,0.259614286,0.20892381
1405630409737397_1607998039500632,74,55,16,16,32,9,9,7,7,4,85,44,funny at all,2,just said the,2,she s from,2,I don t,2,she s a,2,0.053162791,0.192217054,0.638348837,0.340820313,0.354354286,0.324486207,0.32414359,0.366836
1405630409737397_1608000602833709,16,7,4,4,8,3,3,1,1,0,18,5,killed u Mexicanos,1,Villatoro mira el,1,acquire R I,1,heartless would they,1,are better left,1,0.164478261,0.070913043,0.677652174,-0.468958333,-0.479725,-0.447425,-0.601855556,-0.070266667
1405630409737397_1607946526172450,44,24,9,11,20,6,9,3,2,6,53,15,never to late,2,It s never,2,time you couldn,1,Maria Edith TreviÃ±o,1,SiSePuede Loved this,1,0.010470588,0.167926471,0.792161765,0.590928,0.642978571,0.524681818,0.668653333,0.47434
1405630409737397_1607958819504554,828,320,545,259,804,397,194,148,65,182,839,309,can t wait,14,I can t,13,Maria la del,9,I don t,8,this is true,7,0.021824913,0.064442509,0.900666376,0.248374236,0.31412053,0.121096154,0.244835366,0.257303077
1405630409737397_1607886652845104,7,3,1,1,2,0,1,1,0,0,7,3,t even try,2,didn t even,2,Not epic at,1,the same What,1,but I can,1,0.095,0.0994,0.8056,0.0193,0.056125,-0.128,0.22895,-0.120466667
1405630409737397_1607729619527474,6,1,3,2,5,3,1,0,1,1,6,1,Araujo Janet Barrios,1,Aliria lightskinprobs Natalia,1,Perez Angie De,1,Angie De La,1,Barrios Daisy Cadena,1,0,0,1,0,nan,nan,nan,nan
1405630409737397_1607729546194148,12,5,5,4,9,3,2,2,2,1,14,3,life True Ahahahah,1,mountain of pain,1,my big knocker,1,boob job but,1,sexy You always,1,0.039,0.137176471,0.823823529,0.208233333,0.20462,0.2263,0.20462,0.2263
1405630409737397_1607650089535427,16,13,2,4,6,0,2,2,2,2,21,8,spanish last name,3,fun of people,3,name is Dolores,2,people s name,2,middle name is,2,0.067068966,0.135931034,0.796965517,0.18105625,0.066581818,0.4329,0.033254545,0.50622
1405630409737397_1607649822868787,17,15,5,5,10,4,4,1,1,2,17,15,had that problem,2,to see the,2,we need to,2,ASS haha Sylllmarrr,1,all a chain,1,0.0656875,0.17921875,0.755,0.18172,0.167366667,0.193463636,0.210216667,0.138975
1405630409737397_1607641976202905,436,250,31,24,55,23,13,8,11,6,464,222,I don t,15,He s a,14,man of God,12,he s a,12,piece of shit,11,0.216893586,0.083874636,0.659883382,-0.278099189,-0.30068,-0.238138764,-0.307818263,-0.21567044
1405630409737397_1607628539537582,16,9,5,1,6,4,1,1,0,1,14,11,Christina Grimmie wa,2,killed in Orlando,2,Her friend wa,2,wa Christina Grimmie,2,friend wa Christina,2,0.086,0.10332,0.81068,-0.002784615,-0.0287375,0.03874,-0.047444444,0.0977
1405630409737397_1607584702875299,220,160,14,15,29,7,10,7,5,4,273,107,I didn t,11,she got fired,10,didn t know,7,out of her,6,she s not,5,0.271571053,0.090463158,0.606392105,-0.316902439,-0.310247879,-0.325902459,-0.30575942,-0.345735
1405630409737397_1607563802877389,31,6,16,4,20,15,3,1,1,5,32,5,is the new,1,Alexus DawnAnne Lizeth,1,None OF COURSE,1,maritza jane for,1,I M GLORIA,1,0.004567568,0.064459459,0.930972973,0.4122875,0.352385714,0.8316,0.4122875,nan
1405630409737397_1607517712881998,3,5,1,1,2,0,1,1,0,0,5,3,about to cum,2,pedo contigo mitu,1,Se termina el,1,to cum and,1,of sex Hrh,1,0.1595,0.006875,0.8335,-0.398975,-0.6982,-0.299233333,-0.2023,-0.464533333
1405630409737397_1607488732884896,139,76,33,20,53,20,14,13,6,8,131,84,don t want,7,t want her,6,We don t,6,thought she wa,4,she s not,4,0.075367442,0.08867907,0.808037209,0.023447475,0.099316923,-0.121597059,-0.042809677,0.134472973
1405630409737397_1605993283034441,137,89,34,33,67,23,24,11,9,16,163,63,This is so,5,This is the,4,s a joke,3,dumbest shit ever,2,nariz de Messi,2,0.140247788,0.102845133,0.69499115,-0.110078846,-0.144208065,-0.059697619,-0.072935526,-0.210896429
1405630409737397_1607324702901299,3,3,1,1,2,1,0,0,1,0,4,2,Cuevas Alex Meadows,1,HOME MADE SHOWER,1,MADE SHOWER Alyssa,1,Alyssa Cuevas Alex,1,SHOWER Alyssa Cuevas,1,0,0,0.666666667,0,nan,nan,nan,nan
1405630409737397_1607232229577213,28,17,11,9,20,5,7,6,2,1,29,16,Oregon this is,2,and now im,2,now im cry,2,this is the,2,so when I,1,0.044911111,0.15,0.760644444,0.503544444,0.474325,0.561983333,0.437525,0.55636
1405630409737397_1607232099577226,11,5,5,3,8,4,3,1,0,1,12,4,fan Bruce Cousin,1,post Shocking s,1,Bruce Cousin Read,1,Selena post Shocking,1,had a chance,1,0.0445625,0.0943125,0.8610625,0.48856,0.419875,0.7633,0.3051,0.610866667
1405630409737397_1607231579577278,50,33,6,6,12,4,3,2,3,1,58,25,she doesn t,4,No she doesn,4,No she doe,2,look like Emma,2,Who care No,2,0.153144578,0.122361446,0.712457831,-0.021644,-0.051884615,0.011116667,-0.02440303,-0.016288235
1405630409737397_1607205546246548,71,43,23,43,66,15,28,8,15,6,88,26,next time we,3,we need to,3,in this country,3,there s hope,2,in and Dives,2,0.013298246,0.101298246,0.867868421,0.442717241,0.488429412,0.377958333,0.384436364,0.625885714
1405630409737397_1607187236248379,125,53,9,6,15,5,5,4,1,2,122,56,rest in peace,14,R I P,11,go out to,8,all rest in,8,family and friend,7,0.108151685,0.130404494,0.654707865,0.056390654,0.065072,0.03604375,-0.02211831,0.211227778
1405630409737397_1607122016254901,20,21,4,0,4,4,0,0,0,0,31,10,Bill O Reilly,7,are good people,3,Fuck Bill O,2,are willing to,2,built a wall,2,0.170560976,0.063195122,0.69304878,-0.324564286,0.1225,-0.536331579,-0.232835,-0.5538875
1405630409737397_1607124769587959,25,20,1,1,2,0,0,1,1,1,31,14,the rest of,4,How many of,3,of the victim,3,many of you,3,rest of the,3,0.204177778,0.052066667,0.610488889,-0.504848387,-0.646153333,-0.372375,-0.536277778,-0.461330769
1405630409737397_1606044013029368,341,125,202,107,309,157,82,45,25,104,348,118,reminded me of,3,this reminded me,2,some of these,2,I m dying,2,read this and,2,0.009806867,0.076100858,0.903364807,0.387647619,0.38647193,0.39012963,0.418090164,0.306908696
1405630409737397_1606055049694931,181,166,10,6,16,9,3,1,3,0,244,103,to vote for,10,I don t,6,can vote for,6,and I m,5,the right to,5,0.136365994,0.076867435,0.734873199,-0.134514433,-0.074537143,-0.205274157,-0.160247368,-0.078408197
1405630409737397_1606054546361648,80,29,43,31,74,31,25,12,6,7,70,39,brain and egg,5,I don t,4,and egg No,2,have white friend,2,Beef brain and,2,0.026376147,0.095807339,0.868642202,0.244770968,0.222509091,0.299188889,0.267835,0.202836364
1405630409737397_1606019616365141,93,25,40,15,55,34,12,6,3,21,85,33,when I wa,3,dye my hair,3,is so true,3,e ser yo,2,because it s,2,0.053440678,0.103050847,0.8435,0.189182692,0.236674359,0.046707692,0.1555425,0.301316667
1405630409737397_1606019476365155,42,31,17,21,38,11,11,6,10,5,51,22,my name is,2,t get it,1,is way to,1,Vargas who doe,1,3rd grade education,1,0.08,0.088849315,0.817465753,0.016024138,-0.126088235,0.21735,-0.010295833,0.14236
1405630409737397_1606006333033136,36,41,17,9,26,9,4,8,5,3,53,24,http pajerosportyangkuidamidamkann blogspot,25,pajerosportyangkuidamidamkann blogspot co,25,blogspot co id,25,co id 2016,25,id 2016 06,25,0.021116883,0.199363636,0.753545455,0.396575676,0.595966667,0.207678947,0.413622727,0.371573333
1405630409737397_1606005793033190,38,30,26,17,43,12,12,14,5,4,47,21,guy are awesome,2,check it out,2,s awesome Jose,1,Martha Zavala Reyes,1,QuezadaDianita Quezada Rosa,1,0.039367647,0.11725,0.843397059,0.237163636,0.34675,0.0453875,0.361111765,-0.18426
1405630409737397_1606005606366542,62,22,38,14,52,28,12,10,2,15,59,25,Resendiz no se,1,Ware Grace Ortiz,1,Soap opera i,1,Jessica Lara Mirella,1,nosotras en la,1,0.007130952,0.10197619,0.890892857,0.35871,0.418685714,0.218766667,0.380157143,0.308666667
1405630409737397_1606005446366558,27,12,17,4,21,11,4,6,0,3,29,10,Love it Mimi,1,Lizeth Serrano Ilona,1,have the same,1,Justice Thompson Josh,1,come true mamita,1,0.019564103,0.144333333,0.836102564,0.50778,0.467366667,0.8715,0.50778,nan
1405630409737397_1606005189699917,8,9,6,3,9,3,2,3,1,0,12,5,http pajerosportyangkuidamidamkann blogspot,25,pajerosportyangkuidamidamkann blogspot co,25,blogspot co id,25,co id 2016,25,id 2016 06,25,0.039352941,0.172882353,0.728941176,0.201025,0.419133333,0.07016,0.330875,0.071175
1405630409737397_1606005003033269,58,60,16,20,36,15,8,1,12,2,84,34,I wa talking,3,wa talking about,3,this the guy,2,I don t,2,end of watch,2,0.044347458,0.136279661,0.819372881,0.275978431,0.42995,0.176641935,0.182278378,0.523614286
1405630409737397_1606004883033281,42,19,23,7,30,18,4,5,3,0,38,23,did it first,2,I think it,2,that s not,2,that s Belinda,2,a lot of,2,0.073983607,0.073672131,0.835967213,-0.021604167,-0.016133333,-0.030722222,0.080086667,-0.191088889
1405630409737397_1606004216366681,82,42,30,11,41,24,9,6,2,4,83,41,I couldn t,5,I don t,4,don t like,4,I didn t,3,She s annoying,3,0.14941129,0.115290323,0.735306452,-0.041047222,-0.029926667,-0.059581481,-0.029736735,-0.065143478
1405630409737397_1605997713033998,4,1,4,0,4,3,0,1,0,0,4,1,I like her,1,Garcia Louisa P,1,Anarely Garcia Louisa,1,like her Maria,1,her Maria C,1,0,0.1428,0.8572,0.3612,0.3612,nan,0.3612,nan
1405630409737397_1605997523034017,28,5,14,7,21,13,7,1,0,0,24,9,he had to,1,Puente Vivian Torres,1,can I see,1,Sonia Analeah Hernandez,1,to kiss Flea,1,0.080909091,0.083151515,0.805606061,-0.135411111,-0.102514286,-0.25055,-0.161816667,-0.0826
1405630409737397_1605996953034074,8,10,2,4,6,1,2,1,2,2,14,4,Mitu logic repost,1,Richard Amaury Cordero,1,el que la,1,please Ê– Ui,1,me this Here,1,0.076777778,0.031888889,0.891333333,-0.096714286,0.0111,-0.13984,-0.01758,-0.29455
1405630409737397_1605996506367452,50,22,22,22,44,16,14,6,8,1,48,24,That I have,14,have been robbed,14,I have been,14,in love what,7,in Your love,7,0.049208333,0.1455,0.791361111,0.331340625,0.338052174,0.314188889,0.265031579,0.428253846
1405630409737397_1605996016367501,30,15,27,3,30,21,1,6,2,3,32,13,The sassiest of,2,sas with class,2,sassiest of them,2,Sass with class,2,of them all,2,0.0074,0.106977778,0.885622222,0.421666667,0.273316667,0.570016667,0.3891,0.4868
1405630409737397_1605995429700893,35,29,14,6,20,9,4,5,2,4,44,20,I have been,14,That I have,14,have been robbed,14,in love what,7,in Your love,7,0.100578125,0.088234375,0.7955625,-0.002197143,0.127473684,-0.15618125,-0.005190909,0.002869231
1405630409737397_1605995089700927,18,8,8,4,12,6,3,2,1,2,14,12,I luvd ginas,1,wa one fire,1,it both were,1,part reminds me,1,awesome Robert Macias,1,0,0.160076923,0.763,0.659975,0.628971429,0.877,0.788575,0.531375
